timestamp,open,high,low,close,volume,sma_20,sma_50,rsi,macd,macd_signal,target_direction,target_price
2025-10-06,221.0,221.73,216.03,220.9,43690876,225.90750000000003,226.3904,28.19237147595355,-2.472029882480541,-1.8930580870958582,1,221.78
2025-10-07,220.88,222.89,220.17,221.78,31194678,225.08450000000002,226.17019999999997,32.797202797202786,-2.343629712292312,-1.983172412135149,1,225.22
2025-10-08,222.92,226.73,221.19,225.22,46685985,224.82900000000004,226.05440000000002,40.505529225908376,-1.9419073030303764,-1.9749193903141946,1,227.74
2025-10-09,224.995,228.21,221.75,227.74,46412122,224.7185,226.0054,44.48702830188682,-1.4040118849131602,-1.8607378892339879,0,216.37
2025-10-10,226.21,228.25,216.0,216.37,72367511,224.1295,225.65059999999997,36.41409266409268,-1.8735922623436352,-1.8633087638559174,1,220.07
2025-10-13,217.7,220.68,217.04,220.07,37809650,223.56149999999997,225.757,49.16274201988485,-1.9249889425260278,-1.8756447995899397,0,216.39
2025-10-14,215.555,219.32,212.6,216.39,45665580,222.67849999999999,225.8518,45.386473429951664,-2.236881054434974,-1.9478920505589468,0,215.57
2025-10-15,216.62,217.71,212.66,215.57,45909469,221.87599999999998,225.88819999999998,46.78784860557768,-2.5211625545979928,-2.0625461513667562,0,214.47
2025-10-16,215.67,218.59,212.8101,214.47,42414591,221.038,225.7314,43.3005299015897,-2.8029083162118127,-2.2106185843357675,0,213.04
2025-10-17,214.56,214.8,211.03,213.04,45986944,220.11599999999999,225.5296,38.19498319110423,-3.105781396493711,-2.3896511467673562,1,216.48
2025-10-20,213.88,216.69,213.59,216.48,38882819,219.55849999999995,225.40540000000001,46.089597570235384,-3.0332656457574103,-2.5183740465653672,1,222.03
2025-10-21,218.43,223.32,217.99,222.03,50494565,219.62449999999998,225.42,51.59090909090909,-2.49914913853371,-2.514529064959036,0,217.95
2025-10-22,219.3,220.005,216.52,217.95,44308538,219.5115,225.34959999999998,45.183585313174945,-2.3776715429762874,-2.4871575605624865,1,221.09
2025-10-23,219.0,221.3,218.18,221.09,31539999,219.6585,225.2802,51.69746454662657,-2.0049164861381428,-2.390709345677618,1,224.21
2025-10-24,221.97,225.4,221.9,224.21,38685053,219.88000000000002,225.1448,53.428630619432354,-1.4411349859243217,-2.2007944737269587,1,226.97
2025-10-27,227.66,228.4,225.54,226.97,38266995,220.11999999999998,225.0636,55.17447657028913,-0.7628317024414173,-1.9132019194698506,1,229.25
2025-10-28,228.215,231.485,226.21,229.25,47100026,220.60399999999998,225.0188,54.11308430291897,-0.040823925325895516,-1.5387263206410597,1,230.3
2025-10-29,231.672,232.82,227.76,230.3,52036151,221.0875,225.06460000000004,52.69360269360269,0.6090775972042763,-1.1091655370719926,0,222.86
2025-10-30,227.06,228.44,222.75,222.86,102252937,221.11000000000004,225.04559999999998,57.44436797430603,0.517814373007667,-0.7837695550560608,1,244.22
2025-10-31,250.1,250.5,243.98,244.22,166340808,222.3455,225.491,69.71428571428571,2.1443424523634746,-0.19814715357215373,1,254.0
2025-11-03,255.36,258.6,252.9,254.0,95997816,224.00049999999996,225.9942,77.92130660727543,4.174421802828988,0.6763666377080746,0,249.32
2025-11-04,250.38,257.01,248.66,249.32,51546311,225.3775,226.4218,73.69751439404577,5.344034720682828,1.6099002543030252,1,250.2
2025-11-05,249.03,251.0,246.16,250.2,39234469,226.6265,226.8516,75.16551626989715,6.269696867483589,2.541859576939138,0,243.04
2025-11-06,249.155,250.38,242.17,243.04,46004203,227.3915,227.13,69.55161626694473,6.352313115062742,3.3039502845638586,1,244.41
2025-11-07,242.9,244.9,238.49,244.41,46374294,228.7935,227.3862,68.7073007367716,6.453937661000111,3.93394775985111,1,248.4
2025-11-10,248.34,251.75,245.59,248.4,36476514,230.20999999999998,227.77419999999998,68.0394034751676,6.778299482905425,4.502818104461973,1,249.1
2025-11-11,248.41,249.7499,247.23,249.1,23564060,231.8455,228.24939999999998,72.34256204274854,7.011023993140071,5.004459282197593,0,244.2
2025-11-12,250.235,250.37,243.75,244.2,31190063,233.277,228.61360000000002,66.16762277878829,6.722577110923396,5.348082847942754,0,237.58
2025-11-13,243.05,243.75,236.5,237.58,41401738,234.43249999999998,228.6516,58.916900093370685,5.891884230429753,5.456843124440154,0,234.69
2025-11-14,235.06,238.73,232.89,234.69,38956669,235.51500000000001,228.69879999999998,55.13981358189082,4.943371184681951,5.354148736488514,0,232.87
2025-11-17,233.25,234.6,229.19,232.87,59919018,236.33450000000002,228.6394,52.424973204715975,3.998714283487203,5.083061845888253,0,222.55
2025-11-18,228.1,230.2,222.42,222.55,60608442,236.3605,228.32559999999998,45.381956858538906,2.3897812209159213,4.544405720893787,1,222.69
2025-11-19,223.735,223.735,218.52,222.69,58335643,236.5975,228.1728,49.88904842709828,1.1131552462983336,3.8581556259746965,0,217.14
2025-11-20,227.05,227.41,216.74,217.14,50308962,236.4,227.9166,27.73026315789471,-0.34247086197808585,3.0180303283841403,1,220.69
2025-11-21,216.345,222.21,215.18,220.69,68490464,236.224,227.76739999999998,19.479567527945747,-1.1958249825709686,2.1752592661931187,1,226.28
2025-11-24,222.555,227.33,222.27,226.28,54318395,236.1895,227.66440000000003,29.235760634462878,-1.4048537097298208,1.459236671008531,1,229.67
2025-11-25,226.38,230.52,223.8,229.67,39379339,236.2105,227.5768,32.298672184859456,-1.2821855761964116,0.9109522215675425,0,229.16
2025-11-26,230.74,231.7474,228.77,229.16,38497922,236.15349999999998,227.5276,36.482275029216986,-1.2121500234144378,0.48633177257114646,1,233.22
2025-11-28,231.24,233.285,230.22,233.22,20292329,236.67149999999998,227.5674,39.644641865630206,-0.8195905444722484,0.2251473091624675,1,233.88
2025-12-01,233.22,235.797,232.25,233.88,42903954,236.1545,227.61540000000002,35.68047337278104,-0.45004006331274127,0.09010983466742575,1,234.42
