timestamp,open,high,low,close,volume,sma_20,sma_50,rsi,macd,macd_signal,target_direction,target_price
2025-10-06,185.5,187.23,183.33,185.54,157678104,179.576,178.3402,63.3852335509794,2.8040055166471234,1.6639547099804115,0,185.04
2025-10-07,186.23,189.06,184.0,185.04,140088008,180.29000000000002,178.50599999999997,70.64091799608173,2.7540251711039048,1.8819688022051104,1,189.11
2025-10-08,186.57,189.6,186.54,189.11,130168861,180.879,178.778,69.01033973412112,3.0081542431586286,2.1072058903958144,1,192.57
2025-10-09,192.225,195.3,191.06,192.57,182997234,181.649,179.04399999999998,71.55639913232103,3.448988652966051,2.375562442909862,0,183.16
2025-10-10,193.505,195.62,182.05,183.16,268774359,181.916,179.1498,49.42820838627698,3.0044117529238292,2.5013323049126557,1,188.32
2025-10-13,187.965,190.1099,185.96,188.32,153482755,182.4445,179.44179999999997,62.573099415204666,3.033482138897284,2.607762271709581,0,180.03
2025-10-14,184.77,184.8,179.7,180.03,205641380,182.702,179.4424,53.31455805892549,2.3603779439887944,2.5582854061654237,0,179.83
2025-10-15,184.8,184.87,177.29,179.83,214450482,183.17900000000003,179.4738,52.34443470639791,1.7901637976190443,2.404661084456148,1,181.81
2025-10-16,182.23,183.28,179.77,181.81,179723309,183.4575,179.5216,53.84125636672327,1.4809628134533739,2.219921430255593,1,183.22
2025-10-17,180.18,184.1,179.75,183.22,173135217,183.785,179.5706,51.52663249387119,1.3343128935121058,2.0427997229068957,0,182.64
2025-10-20,183.13,185.2,181.73,182.64,128544711,183.7365,179.56939999999997,45.16208251473473,1.1579425813813486,1.8658282946017866,0,181.16
2025-10-21,182.785,182.785,179.8,181.16,124240168,183.873,179.5514,42.681752527684125,0.8885021079868238,1.6703630572787942,0,180.28
2025-10-22,181.14,183.44,176.76,180.28,162249552,184.0385,179.49380000000002,39.44076526857985,0.5970772116465071,1.4557058881523368,1,182.16
2025-10-23,180.42,183.03,179.7901,182.16,111363718,184.262,179.5052,43.40260995650071,0.5119200739252392,1.2669487253069174,1,186.26
2025-10-24,183.835,187.47,183.5,186.26,131296677,184.6655,179.59,50.8294930875576,0.7664331987997173,1.1668456200054775,1,191.49
2025-10-27,189.99,192.0,188.4318,191.49,153452704,185.1475,179.81080000000003,56.7006025348016,1.3743117644558254,1.208338848895547,1,201.03
2025-10-28,193.05,203.15,191.91,201.03,297986180,185.87,180.19120000000004,61.11940298507462,2.5959338684375837,1.4858578528039543,1,207.04
2025-10-29,207.98,212.1899,204.775,207.04,308829564,186.85999999999999,180.8192,62.88512911843278,4.002892110948238,1.9892647044328111,0,202.89
2025-10-30,205.15,206.16,201.41,202.89,178864443,187.56,181.36899999999997,69.38494792690116,4.728538687149523,2.5371195009761536,0,202.49
2025-10-31,206.45,207.97,202.07,202.49,179802178,188.3035,181.9192,65.35876869716023,5.2112698942912346,3.07194957963917,1,206.88
2025-11-03,208.08,211.335,205.56,206.88,180267285,189.37050000000002,182.497,81.79019654274217,5.880289844111161,3.6336176325335687,0,198.69
2025-11-04,203.0,203.9699,197.93,198.69,188919320,190.053,182.87460000000002,68.7773795300677,5.684105590048631,4.043715224036582,0,195.21
2025-11-05,198.77,202.92,194.65,195.21,166849081,190.358,183.1434,62.95436968290799,5.188017008204156,4.272575580870097,0,188.08
2025-11-06,196.42,197.62,186.38,188.08,223029778,190.1335,183.273,54.230501392757674,4.17144598814707,4.252349662325492,1,188.15
2025-11-07,184.9,188.32,178.91,188.15,264942255,190.38299999999998,183.43259999999998,54.839276304233294,3.333033411314375,4.068486412123269,1,199.05
2025-11-10,195.11,199.94,193.79,199.05,198897134,190.9195,183.93,63.48153730218541,3.50768984358146,3.9563270984149073,0,193.16
2025-11-11,195.155,195.42,191.3,193.16,176483327,191.576,184.37760000000003,59.02466367713004,3.134697705402317,3.7920012198123896,1,193.8
2025-11-12,195.72,195.89,191.13,193.8,154935263,192.2745,184.8412,58.300057045065614,2.857798477992418,3.6051606714483952,0,186.86
2025-11-13,191.05,191.44,183.85,186.86,207423074,192.527,185.14520000000002,50.41118421052633,2.054668901212665,3.295062317401249,1,190.17
2025-11-14,182.86,191.01,180.58,190.17,186591856,192.8745,185.6082,49.07094594594593,1.6660668806448768,2.969263230049975,0,186.6
2025-11-17,185.965,189.0,184.32,186.6,173628858,193.07250000000002,185.97400000000002,38.911940986629766,1.0578337661756052,2.586977337275101,0,181.36
2025-11-18,183.375,184.8,179.65,181.36,213598877,193.0825,186.18599999999998,30.031104199066874,0.15123706662078007,2.0998292831442367,1,186.52
2025-11-19,184.79,187.855,182.8301,186.52,247246436,193.39450000000002,186.3698,37.467462869392136,-0.14915906057026973,1.6500316144013354,0,180.64
2025-11-20,195.95,196.0,179.85,180.64,343504849,193.3185,186.43919999999997,34.567029241418254,-0.8518721623801468,1.149650859045039,0,178.88
2025-11-21,181.235,184.56,172.93,178.88,346926153,192.9495,186.46040000000002,29.4600938967136,-1.533121775907773,0.6130963320544766,1,182.55
2025-11-24,179.49,183.5,176.48,182.55,256618335,192.5025,186.5564,37.31929604022628,-1.7566293446156465,0.13915119672045195,0,177.82
2025-11-25,174.91,178.16,169.55,177.82,320600271,191.342,186.61519999999996,36.60040067807057,-2.2890454814139503,-0.34648813890642854,1,180.26
2025-11-26,181.63,182.91,178.24,180.26,183852010,190.003,186.81459999999998,43.504983388704304,-2.485450768291088,-0.7742806647833604,0,177.0
2025-11-28,179.01,179.29,176.5,177.0,121332776,188.70850000000002,186.8298,41.20523741915128,-2.871062309083271,-1.1936369936433429,1,179.92
2025-12-01,174.76,180.3,173.68,179.92,188130955,187.57999999999998,186.8948,32.737772965168716,-2.9075264813952515,-1.5364148911937248,1,181.46
2025-12-02,181.76,185.66,180.0,181.46,182632230,186.309,186.8518,38.54289071680377,-2.780112069600989,-1.7851543268751775,0,179.59
2025-12-03,181.08,182.45,179.1101,179.59,165138023,185.35399999999998,186.875,36.41231593038821,-2.797777563840839,-1.9876789742683099,1,183.38
2025-12-04,181.62,184.515,179.96,183.38,167364857,184.7625,187.0032,46.45909645909644,-2.4773983634436263,-2.085622852103373,0,182.41
2025-12-05,183.89,184.66,180.91,182.41,143971098,184.47899999999998,187.09759999999997,41.70940170940172,-2.2755354757997566,-2.12360537684265,1,185.55
2025-12-08,182.64,188.0,182.4,185.55,191927261,184.34900000000002,187.2448,48.86780245848611,-1.8409644330496917,-2.0670771880840584,0,184.97
2025-12-09,185.56,185.7167,183.32,184.97,142372621,183.645,187.30720000000002,54.32749940062333,-1.5257766994643305,-1.958817090360113,0,183.78
2025-12-10,184.965,185.48,182.035,183.78,162785370,183.17600000000002,187.25120000000004,46.36989931107578,-1.3563757492254922,-1.838328822133189,0,180.93
2025-12-11,180.275,181.32,176.62,180.93,182136641,182.5325,187.125,50.417747046960564,-1.4355473608705722,-1.757772529880666,0,175.02
2025-12-12,181.11,182.82,174.62,175.02,204274918,181.9405,186.84759999999997,45.033453422542486,-1.9526698787022383,-1.7967519996449806,1,176.29
2025-12-15,177.936,178.415,175.03,176.29,164775636,181.2465,186.621,41.415249588590214,-2.23425965901248,-1.8842535315184805,1,177.72
