timestamp,open,high,low,close,volume
2023-12-18 00:00:00+09:00,2440.5369531231363,2467.858154296875,2422.6368558024105,2467.858154296875,21229700
2023-12-19 00:00:00+09:00,2468.3290721602207,2503.65820964343,2440.536817340096,2487.642333984375,24989000
2023-12-20 00:00:00+09:00,2511.6661243986973,2536.160992828692,2481.518594023319,2490.939697265625,34125400
2023-12-21 00:00:00+09:00,2374.118292025862,2427.3475315097753,2350.565531192272,2390.605224609375,47672400
2023-12-22 00:00:00+09:00,2374.1180507253575,2401.910305684246,2354.3337336359796,2370.349609375,38330200
2023-12-25 00:00:00+09:00,2378.8284656613373,2405.2075535973836,2368.9363076853197,2390.1337890625,19273800
2023-12-26 00:00:00+09:00,2395.786808739024,2397.1999743753227,2374.5893241945378,2393.902587890625,17223900
2023-12-27 00:00:00+09:00,2409.4471341973813,2433.942002423826,2399.5549758751636,2433.470947265625,26896000
2023-12-28 00:00:00+09:00,2407.091825243453,2424.0498107050507,2392.0180603886997,2408.033935546875,17822300
2023-12-29 00:00:00+09:00,2423.1078237339557,2464.0896240187253,2420.2814926798337,2440.536865234375,26860500
2024-01-04 00:00:00+09:00,2454.197625118596,2482.4609375,2423.107981499051,2482.4609375,29812900
2024-01-05 00:00:00+09:00,2490.4686842541905,2551.2348011955164,2490.4686842541905,2545.111083984375,30515500
2024-01-09 00:00:00+09:00,2557.829728498225,2558.771838895462,2508.3689326432873,2538.04541015625,30486100
2024-01-10 00:00:00+09:00,2528.6242838541666,2592.6877903005466,2524.384787104039,2586.093017578125,33701200
2024-01-11 00:00:00+09:00,2663.34618325106,2701.5016556322657,2663.34618325106,2679.362060546875,49003100
2024-01-12 00:00:00+09:00,2713.2778353013746,2716.1041663798137,2657.222268912336,2672.76708984375,34169200
2024-01-15 00:00:00+09:00,2688.7831981556524,2689.7253085964917,2666.1725475755065,2684.543701171875,4866000
2024-01-16 00:00:00+09:00,2688.7828510903837,2703.3855610384917,2666.172203428797,2689.25390625,23810700
2024-01-17 00:00:00+09:00,2713.27802271136,2750.9624396934623,2681.7173234888496,2691.138427734375,42925400
2024-01-18 00:00:00+09:00,2713.277945377793,2792.4152187846453,2706.6831725938887,2761.796630859375,45748100
2024-01-19 00:00:00+09:00,2812.199545067601,2812.199545067601,2766.9782458504333,2790.531005859375,38896900
2024-01-22 00:00:00+09:00,2793.3574137697274,2814.5548983598856,2785.349475146779,2809.373291015625,27665300
2024-01-23 00:00:00+09:00,2823.5049574994514,2858.3630433945063,2799.0100863299535,2817.852294921875,40894100
2024-01-24 00:00:00+09:00,2826.331005686138,2843.2889917202547,2781.1097095951595,2788.175537109375,28933300
2024-01-25 00:00:00+09:00,2792.4150390625,2792.4150390625,2792.4150390625,2792.4150390625,28781400
2024-01-26 00:00:00+09:00,2779.2255445791916,2779.2255445791916,2721.2857578023713,2725.05419921875,33005600
2024-01-29 00:00:00+09:00,2759.4413601795554,2820.678536148033,2758.4992497800404,2810.786376953125,39361500
2024-01-30 00:00:00+09:00,2779.225488924702,2810.786185154864,2761.3253925553568,2788.175537109375,30914300
2024-01-31 00:00:00+09:00,2769.8046728515624,2826.331298828125,2768.8625624186197,2826.331298828125,28387200
2024-02-01 00:00:00+09:00,2770.275396137853,2788.646547379032,2761.3253480972785,2774.514892578125,29852200
2024-02-02 00:00:00+09:00,2791.943995968681,2794.2992718215314,2767.9201822696086,2780.638671875,24939800
2024-02-05 00:00:00+09:00,2822.091331277939,2832.925599450096,2787.7043062097887,2818.7939453125,29891100
2024-02-06 00:00:00+09:00,2825.859920091644,2965.7633033667266,2780.6386244875775,2953.515869140625,80031600
2024-02-07 00:00:00+09:00,3010.0423722530436,3169.2590110357555,3005.331820809768,3071.279541015625,90841000
2024-02-08 00:00:00+09:00,3137.2273736298976,3211.6540891003965,3092.9481884765623,3156.069580078125,65539300
2024-02-09 00:00:00+09:00,3165.490896780018,3174.9120006394824,3105.195832079446,3130.6328125,38909900
2024-02-13 00:00:00+09:00,3171.1434186299643,3258.759680642022,3156.0696531225135,3255.933349609375,50279000
2024-02-14 00:00:00+09:00,3253.107457360137,3263.470672544313,3166.4332940015693,3189.0439453125,40613000
2024-02-15 00:00:00+09:00,3217.306927501063,3218.249037875148,3157.011863559608,3186.21728515625,31611400
2024-02-16 00:00:00+09:00,3240.8596152789983,3253.107049871622,3199.406759734732,3216.36474609375,39276000
2024-02-19 00:00:00+09:00,3216.3649540759384,3249.338818572909,3204.1175186913497,3231.438720703125,18623200
2024-02-20 00:00:00+09:00,3250.280718811786,3271.949256937198,3173.969780196205,3216.36474609375,32113800
2024-02-21 00:00:00+09:00,3203.175138182597,3237.0911102339423,3199.4066968435586,3230.496337890625,27204700
2024-02-22 00:00:00+09:00,3250.2808171894967,3325.6496477330215,3244.6281548987326,3317.170654296875,45277100
2024-02-26 00:00:00+09:00,3344.491879328103,3398.1921714750615,3318.1127884488956,3358.62353515625,36879000
2024-02-27 00:00:00+09:00,3391.597391253141,3394.423722412518,3359.5656381135277,3374.639404296875,26141000
2024-02-28 00:00:00+09:00,3380.291725479254,3390.654938684458,3336.012541784292,3363.333740234375,21824800
2024-02-29 00:00:00+09:00,3353.9128602035003,3418.918474628793,3335.0706531237056,3411.381591796875,42143900
2024-03-01 00:00:00+09:00,3386.886685247007,3475.4450575455376,3378.4076921545943,3466.966064453125,29522200
2024-03-04 00:00:00+09:00,3480.1558337209003,3489.576937764541,3425.513430267784,3450.00830078125,33112100
2024-03-05 00:00:00+09:00,3452.8343338581476,3525.3768287304742,3430.223686105734,3513.12939453125,31082800
2024-03-06 00:00:00+09:00,3513.129308703092,3553.6400516031276,3476.38700700306,3550.813720703125,31920900
2024-03-07 00:00:00+09:00,3579.077114084379,3590.382437950926,3429.28157285263,3448.123779296875,44389400
2024-03-08 00:00:00+09:00,3433.0503083881576,3452.8346268503287,3386.886898643092,3401.0185546875,39889700
2024-03-11 00:00:00+09:00,3297.3861737957404,3325.649483856847,3243.6858846796385,3295.501953125,34641400
2024-03-12 00:00:00+09:00,3241.8017439017535,3273.83349609375,3201.290998482464,3273.83349609375,40384800
2024-03-13 00:00:00+09:00,3303.0390178401294,3331.3023294588415,3207.8858687237994,3244.628173828125,32358800
2024-03-14 00:00:00+09:00,3250.280619982538,3262.528054202762,3217.3067586203965,3245.570068359375,21846100
2024-03-15 00:00:00+09:00,3234.2647427200177,3305.8651273534933,3225.7857498028957,3286.080810546875,33847800
2024-03-18 00:00:00+09:00,3311.518071471124,3368.986806139613,3301.154857022708,3360.5078125,26489600
2024-03-19 00:00:00+09:00,3367.102467713648,3462.255615234375,3352.9708121412627,3462.255615234375,33925900
2024-03-21 00:00:00+09:00,3580.0195029736446,3607.3407044437067,3557.4088534811794,3579.077392578125,45118200
2024-03-22 00:00:00+09:00,3607.3408142594267,3664.809550135589,3590.382826623838,3647.8515625,38840700
2024-03-25 00:00:00+09:00,3627.124922231968,3661.0408955307603,3601.6879422578736,3608.28271484375,28829300
2024-03-26 00:00:00+09:00,3607.340439009233,3636.5458591213473,3569.6560259613434,3627.124755859375,30536000
2024-03-27 00:00:00+09:00,3650.6775995368866,3665.751365109168,3623.3563994371266,3629.951171875,35165500
2024-03-28 00:00:00+09:00,3659.5017125124186,3673.8003646842567,3605.166834259434,3628.044677734375,34646300
2024-03-29 00:00:00+09:00,3626.138287830679,3653.7823494361182,3614.6993657870494,3621.3720703125,12094300
2024-04-01 00:00:00+09:00,3623.278471265071,3645.2030713279746,3446.9284272808463,3468.85302734375,38828100
2024-04-02 00:00:00+09:00,3512.702453260477,3531.767324105853,3446.9286488439307,3463.1337890625,31273800
2024-04-03 00:00:00+09:00,3463.1336205245384,3485.058220929731,3428.8168546729325,3450.741455078125,30222400
2024-04-04 00:00:00+09:00,3498.4036758377083,3564.1774779174907,3481.2452926864607,3495.5439453125,33637800
2024-04-05 00:00:00+09:00,3436.442920677436,3462.1804959501933,3401.172910118472,3449.788330078125,26966800
2024-04-08 00:00:00+09:00,3493.6374467485593,3527.000969432379,3471.7128461277634,3525.094482421875,23272600
2024-04-09 00:00:00+09:00,3565.1307432530293,3599.447509765625,3542.2528989112984,3599.447509765625,22518400
2024-04-10 00:00:00+09:00,3574.663050034467,3584.1954848345586,3547.9722325942093,3565.130615234375,17062700
2024-04-11 00:00:00+09:00,3547.972257334163,3617.559031860061,3547.0190138475064,3604.213623046875,23458700
2024-04-12 00:00:00+09:00,3634.717610957928,3636.624098034224,3579.42948574535,3590.868408203125,21094100
2024-04-15 00:00:00+09:00,3547.019205448322,3590.868408203125,3512.7024380749976,3590.868408203125,21091500
2024-04-16 00:00:00+09:00,3567.037393057173,3577.523072192296,3460.27411459047,3478.3857421875,29226300
2024-04-17 00:00:00+09:00,3513.6553164692364,3518.4215336646644,3403.0790775353157,3428.816650390625,24105100
2024-04-18 00:00:00+09:00,3400.2194860819513,3464.086799109002,3392.5935382578255,3433.5830078125,20201900
2024-04-19 00:00:00+09:00,3384.01454945033,3402.126176616402,3291.549926549856,3357.32373046875,35457300
2024-04-22 00:00:00+09:00,3374.481973439277,3441.209018111805,3337.3054771217257,3352.557373046875,26643700
2024-04-23 00:00:00+09:00,3424.0508630242452,3425.957350141742,3328.7265071494057,3346.838134765625,21861900
2024-04-24 00:00:00+09:00,3384.967886465567,3450.741692200888,3361.1367974310306,3448.835205078125,29269700
2024-04-25 00:00:00+09:00,3393.5470190967258,3435.48973506309,3333.49267578125,3333.49267578125,27833100
2024-04-26 00:00:00+09:00,3338.2588174412394,3383.0612630208334,3305.8485376602566,3345.884765625,30255300
2024-04-30 00:00:00+09:00,3409.7522880633887,3469.8066336457186,3389.734172869279,3467.900146484375,35459100
